V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
17,10,15,18,18,18,13,38,42,49,46,39,14,8,12,7,12,10,10,12
14,8,22,35,49,60,57,86,106,55,44,73,43,40,23,17,24,15,21,15
238,288,299,276,295,152,193,195,195,245,178,130,134,97,65,39,41,34,19,20
5,7,3,2,2,4,5,3,3,0,0,0,0,3,6,3,3,5,2,0
0,0,6,10,7,6,1,1,0,8,14,5,4,2,7,6,2,0,1,4
6,10,14,13,11,10,18,17,8,5,4,10,13,5,8,5,5,9,5,4
5,3,4,4,5,7,2,2,2,3,5,4,7,5,4,6,5,2,3,3
20,20,15,7,12,56,122,124,78,110,114,71,15,3,16,26,29,14,5,3
14,18,4,17,34,26,10,11,18,26,16,13,16,5,1,3,10,9,10,5
10,8,14,32,33,25,16,21,20,30,57,56,33,36,19,19,10,17,28,21
4,2,8,12,8,0,0,4,5,5,6,2,1,1,7,6,2,3,6,4
5,5,0,1,1,0,6,11,1,3,2,11,13,14,7,6,8,9,10,8
24,30,48,39,69,83,165,270,235,221,244,236,190,351,433,404,329,293,205,150
51,41,23,9,15,30,21,17,15,20,15,21,16,15,18,26,51,63,37,24
6,6,3,0,0,6,20,51,35,31,32,28,22,4,5,9,8,13,14,18
12,14,21,7,10,23,36,27,30,31,33,28,47,54,72,124,161,101,101,103
213,187,111,54,48,86,96,375,354,367,567,713,460,359,401,286,155,68,39,25
2,5,0,0,8,3,3,3,5,3,8,7,2,1,0,5,4,2,5,5
51,79,60,34,23,29,43,122,208,200,225,296,219,130,81,41,19,26,35,47
13,9,1,1,0,6,5,7,10,12,6,10,9,9,11,4,7,5,3,2
9,5,5,1,0,0,3,10,12,7,4,15,12,10,12,9,7,1,0,0
40,27,78,37,50,60,89,83,46,107,49,26,21,19,15,12,21,16,16,27
2,7,4,1,0,1,2,2,14,40,21,13,13,31,32,4,0,0,2,5
2,5,4,6,6,7,7,8,14,12,4,7,10,7,11,18,16,3,8,8
5,11,11,11,14,10,7,14,11,10,14,11,14,10,14,10,9,2,3,1
2,2,2,5,6,3,0,5,7,7,2,5,5,7,5,3,4,15,10,11
0,0,3,0,0,2,6,4,0,7,3,0,0,0,3,4,3,2,0,1
81,47,31,18,15,25,46,72,95,85,82,83,50,22,1,0,3,4,5,3
3,7,9,16,18,11,14,17,6,4,8,14,11,9,17,24,16,9,2,2
17,19,21,12,13,11,15,16,13,9,11,14,21,11,13,10,16,17,17,26
2,6,3,5,5,2,3,2,6,12,5,0,1,4,8,3,10,6,6,5
3,3,2,2,0,1,0,3,3,2,2,2,9,8,1,1,0,0,0,0
3,7,5,11,12,7,5,1,8,4,12,22,5,0,1,7,7,2,0,2
16,7,16,18,14,6,6,9,8,9,16,16,13,7,8,11,14,11,8,10
19,19,30,52,39,45,57,86,115,147,168,135,145,145,74,54,26,22,23,13
10,9,3,4,12,8,2,3,5,6,20,24,42,46,22,14,4,10,17,12
134,174,251,290,261,144,94,55,18,11,19,53,106,170,170,172,113,32,24,16
2,3,1,4,2,7,0,2,6,7,5,8,7,0,1,4,3,7,1,9
9,7,6,18,26,31,50,40,14,32,67,153,155,153,211,108,49,12,23,29
3,6,10,6,1,8,28,55,80,58,50,25,19,13,9,5,22,18,7,7
15,19,13,14,22,26,25,5,6,43,59,35,13,14,23,23,28,40,33,19
187,246,153,104,57,21,34,39,76,95,105,89,48,33,45,37,20,23,29,102
2,0,4,5,0,4,10,5,9,3,3,18,14,1,0,0,5,6,3,5
11,10,4,2,1,1,2,3,4,7,5,7,8,2,1,0,0,5,12,10
1,3,1,1,4,5,7,6,10,6,5,8,5,3,7,5,2,4,6,8
9,8,1,5,6,6,19,18,9,5,13,8,10,7,2,1,5,8,12,14
0,3,10,6,8,7,3,5,8,6,2,2,3,3,4,7,8,4,4,10
13,10,2,3,1,10,7,8,5,4,10,6,5,3,3,1,3,3,2,15
8,18,11,9,10,12,30,74,84,100,150,144,101,82,105,90,84,78,44,27
0,0,0,1,6,9,1,0,2,4,4,6,17,15,10,7,4,4,0,1
10,6,8,2,6,9,6,3,1,8,10,6,11,15,16,5,8,8,7,7
0,0,12,18,6,5,6,11,19,77,115,123,74,42,16,8,7,2,5,13
2,5,0,0,1,0,4,4,4,8,5,1,0,0,1,2,5,2,0,0
19,12,4,18,23,9,8,27,56,71,95,155,118,75,54,39,14,9,5,30
32,14,15,26,15,23,39,49,54,39,25,29,37,65,77,56,53,67,48,19
0,0,1,2,0,2,2,4,5,1,3,2,4,2,6,3,7,0,1,1
3,0,6,3,2,2,0,1,2,5,6,2,2,2,2,5,5,6,5,3
4,2,6,3,0,9,14,12,12,14,6,3,5,9,9,8,7,6,4,9
6,2,6,4,7,14,12,26,13,16,14,33,22,8,2,4,8,11,19,22
8,2,3,10,9,7,3,4,5,6,4,5,4,0,0,0,0,0,1,1
11,14,8,7,10,9,7,12,14,13,26,13,5,8,7,3,9,11,16,8
9,1,2,5,6,3,8,7,6,4,6,10,12,10,7,0,2,7,8,11
12,10,11,30,27,14,48,80,67,89,110,82,59,49,35,26,26,31,40,21
1,6,5,7,9,9,2,5,8,6,2,1,7,5,2,10,8,2,8,15
20,15,8,5,0,1,11,38,64,61,54,22,34,74,99,66,68,17,6,28
2,8,9,2,10,6,12,19,14,29,23,18,8,5,4,5,4,8,8,2
13,15,14,13,10,4,1,2,11,12,9,11,13,13,13,7,9,6,6,4
1,1,0,0,0,1,1,9,12,9,7,3,8,10,5,0,1,0,0,0
13,0,9,14,23,51,76,102,112,78,53,42,33,26,15,13,24,26,28,23
5,9,2,0,11,25,39,71,114,163,133,113,64,38,15,10,29,96,91,93
10,12,8,8,5,5,7,6,1,3,14,15,10,12,3,1,3,1,2,7
6,4,3,1,0,0,0,0,0,7,10,6,0,0,3,1,2,1,0,0
16,17,15,15,21,14,1,10,8,6,8,9,6,1,7,20,22,12,11,11
45,43,50,65,58,82,124,112,49,37,26,21,15,14,31,23,12,14,3,9
1,0,8,7,2,3,5,3,10,15,3,10,10,4,2,11,14,6,4,2
1,2,5,1,1,2,2,3,1,3,8,8,0,2,5,10,6,5,5,6
8,6,3,4,2,8,2,2,4,7,26,55,107,83,59,41,19,6,2,7
4,6,5,11,11,10,12,3,13,10,14,20,12,3,5,18,6,5,10,2
6,7,6,10,13,15,8,12,10,1,2,5,4,11,11,7,4,5,7,9
16,20,13,19,43,69,141,130,79,107,90,92,127,194,192,119,74,75,114,77
15,16,10,4,4,9,6,6,4,4,11,20,11,8,6,11,15,13,8,2
15,16,21,21,13,11,19,20,16,8,11,12,16,28,24,15,31,34,22,35
18,12,22,17,13,23,16,13,10,23,33,17,14,4,14,18,14,9,13,18
0,0,0,0,1,8,20,3,0,0,3,2,8,9,9,7,2,6,5,6
4,4,10,15,0,1,3,8,3,0,11,17,14,19,9,7,16,5,8,8
12,17,12,10,11,10,6,7,5,14,13,0,5,11,13,4,5,3,4,7
1,2,2,4,4,2,9,15,13,13,35,16,1,1,0,5,5,2,5,3
12,7,5,10,3,6,7,11,14,8,29,21,9,11,20,12,4,0,0,0
8,12,5,3,6,5,2,7,12,13,11,6,0,3,4,1,3,6,6,7
2,12,13,10,5,6,4,7,10,12,16,15,23,15,0,1,2,1,0,1
0,5,5,5,1,0,4,7,4,10,8,14,17,10,19,15,11,11,11,3
5,7,10,6,4,1,9,8,3,7,12,8,2,4,1,9,10,8,3,2
7,12,4,9,9,9,7,13,16,17,14,12,2,12,18,9,8,7,4,1
12,9,6,9,9,6,18,19,29,73,70,27,12,16,16,17,18,18,20,14
3,4,3,8,15,7,3,14,11,2,5,3,3,0,0,0,0,0,0,0
9,6,3,2,6,3,6,6,8,6,6,3,3,2,0,0,1,9,7,3
7,15,4,0,0,0,0,19,37,51,32,18,12,33,68,101,82,108,98,84
1,4,11,14,9,9,5,7,27,32,14,8,19,16,5,3,3,8,13,13
6,6,6,8,4,3,3,2,1,5,6,2,4,11,10,10,11,3,5,1
5,2,2,2,6,15,15,10,19,19,14,13,20,31,33,27,24,6,14,19
6,2,1,11,40,48,44,68,69,98,107,90,51,32,25,7,4,11,19,17
5,14,10,7,5,8,13,33,24,51,86,136,123,43,14,9,7,6,8,11
0,0,0,4,4,5,5,0,7,7,6,8,2,0,3,3,0,1,0,0
3,9,5,2,8,7,4,7,9,11,7,4,10,4,6,7,2,3,4,7
0,0,2,5,10,11,8,2,4,4,2,4,3,7,6,2,1,4,5,1
11,5,11,12,14,9,16,14,6,19,15,5,2,0,0,0,0,0,0,0
3,0,0,10,10,1,2,3,3,2,9,4,6,3,5,6,1,0,0,1
19,7,12,30,50,36,56,128,104,86,115,76,47,24,23,20,15,10,16,19
9,4,3,2,4,6,4,0,0,2,0,0,0,2,2,3,7,0,1,3
215,101,81,62,71,70,72,96,81,86,62,82,60,22,24,21,11,7,2,7
2,2,1,0,1,9,1,2,3,4,2,3,1,8,8,8,8,0,0,0
14,38,29,33,29,35,36,37,25,33,39,22,12,8,11,15,12,42,39,13
11,9,3,8,10,14,2,5,5,4,8,6,3,4,4,9,6,0,5,4
8,11,9,8,6,5,19,27,74,102,134,142,130,83,25,15,27,29,88,112
94,48,59,64,45,13,20,31,66,118,109,69,24,13,7,5,7,11,18,9
4,1,0,2,8,6,1,4,3,4,4,3,3,0,1,5,1,7,5,2
8,4,3,4,9,13,8,3,5,20,11,11,6,2,1,2,12,15,7,6
16,10,9,5,2,4,7,7,6,6,4,11,5,5,7,7,1,3,3,8
1,6,14,7,3,3,20,42,77,119,106,71,63,18,6,3,7,16,19,19
52,27,13,10,21,53,72,104,188,131,72,143,193,148,71,66,52,14,24,70
6,7,11,11,8,1,0,0,3,2,0,0,2,4,0,0,0,8,5,1
0,0,0,2,8,10,8,8,11,12,7,6,5,6,6,1,9,8,4,0
3,4,8,7,8,3,4,7,54,107,101,124,82,25,10,6,5,6,11,7
15,13,4,7,6,2,6,11,8,8,13,5,2,5,11,20,21,1,3,18
2,7,10,8,12,20,14,17,29,26,16,19,26,16,11,8,14,10,7,3
181,131,117,93,88,142,82,157,280,328,225,248,312,181,113,66,59,31,21,24
22,23,22,32,89,103,77,69,60,77,43,32,28,20,28,16,22,23,15,10
3,9,7,6,11,9,7,17,16,15,13,16,12,8,16,42,50,23,26,20
6,4,11,3,1,2,1,4,11,10,4,3,2,7,7,4,2,2,1,5
222,276,876,788,397,164,180,325,983,1002,254,123,70,29,13,26,38,56,55,59
20,19,17,17,22,17,42,51,74,102,97,105,111,120,138,156,186,117,86,68
1,1,0,1,0,1,2,16,8,2,5,3,4,7,6,0,0,0,0,0
17,16,20,16,21,43,94,103,150,191,186,276,369,395,227,70,22,13,15,14
7,21,19,3,5,3,11,25,26,2,51,138,110,17,9,15,17,17,20,9
60,120,248,213,147,69,20,59,67,152,249,261,144,140,226,197,144,62,28,29
2,0,0,0,0,0,0,5,7,3,4,2,1,0,1,3,0,0,0,1
30,11,20,22,10,10,19,37,58,80,87,72,78,113,127,137,95,52,73,67
11,8,12,13,9,8,9,10,14,19,9,16,17,10,18,8,16,20,10,8
19,29,57,34,21,16,41,36,53,181,193,235,611,443,172,186,33,34,58,76
9,10,9,6,6,9,7,5,5,4,8,15,14,16,9,1,4,9,24,25
2,1,10,14,7,3,1,2,0,0,0,0,0,0,0,0,0,4,5,1
10,10,8,10,7,11,8,7,7,16,11,3,2,5,9,7,3,4,14,10
6,4,6,11,4,5,4,6,6,10,14,7,2,7,6,1,3,3,1,6
7,6,2,4,14,8,9,3,3,14,15,12,5,2,3,4,4,5,13,14
0,0,1,5,2,5,3,3,8,7,1,2,3,1,3,2,1,3,6,0
1,4,3,2,1,3,1,19,29,16,23,24,16,7,11,14,5,8,17,19
275,167,41,25,22,19,87,102,70,47,35,23,21,28,46,63,86,120,97,66
5,9,12,12,14,14,14,12,22,32,23,15,10,13,6,6,10,7,5,8
42,59,80,57,20,6,24,52,72,167,330,429,442,323,283,220,221,204,143,84
0,0,0,10,25,18,7,5,4,3,2,12,14,5,5,5,7,3,3,0
27,16,50,93,76,133,229,131,58,41,24,24,13,0,16,15,4,1,1,8
0,5,8,3,4,7,12,18,8,16,25,22,9,17,7,3,0,0,0,0
4,3,2,0,0,7,9,6,18,2,4,3,0,2,2,0,4,9,2,3
15,27,24,15,20,9,21,19,36,45,26,13,6,6,14,19,13,5,1,2
5,1,2,1,4,4,2,6,9,8,3,2,1,2,1,4,6,2,6,0
0,0,5,5,9,9,10,5,4,3,8,5,7,6,12,9,5,4,2,4
2,3,5,1,2,10,11,5,6,9,5,3,0,0,2,2,0,0,4,4
23,39,114,224,199,158,284,228,190,240,281,205,149,84,63,74,59,53,49,36
11,7,13,34,59,84,113,239,167,120,111,116,165,179,96,83,59,45,26,18
22,6,0,0,3,12,22,71,117,142,117,62,12,9,5,22,39,50,36,143
19,23,13,0,8,7,13,54,80,88,67,20,0,0,0,9,65,63,42,30
57,39,22,25,35,62,127,182,202,362,387,330,274,361,312,160,123,49,26,15
56,32,14,9,30,84,123,171,177,212,276,212,115,59,18,10,15,20,16,17
20,18,46,23,14,22,8,19,15,11,6,16,28,21,17,30,35,36,29,18
10,3,11,10,11,8,6,10,14,20,26,17,18,20,10,2,4,8,8,7
5,5,10,11,3,6,6,6,5,3,8,4,12,16,6,10,14,12,8,7
2,0,1,1,0,1,1,3,12,11,15,13,15,20,30,20,12,11,8,32
92,57,10,17,23,21,15,35,64,79,45,24,26,38,52,23,37,27,61,94
4,2,0,0,0,0,0,3,7,14,15,17,15,11,6,9,7,8,17,15
57,68,30,51,76,81,87,68,62,59,122,146,364,558,386,302,423,474,268,195
0,0,0,22,29,25,30,31,45,39,50,71,54,42,30,14,20,27,61,87
1,4,5,6,5,5,8,18,10,13,28,16,4,5,6,5,3,2,2,3
10,9,5,8,13,8,0,0,0,0,4,4,2,3,4,0,1,2,1,2
25,20,37,54,54,67,62,35,49,78,92,102,137,121,112,117,115,110,80,68
1,3,2,4,9,14,5,9,17,12,7,5,1,2,12,10,13,6,3,7
10,23,34,43,27,7,16,13,23,23,15,20,11,7,7,14,8,6,16,16
0,0,0,0,0,4,6,7,13,12,8,10,11,8,6,5,10,13,13,12
25,5,18,28,78,157,235,278,404,305,311,223,154,74,53,22,23,30,33,27
4,3,4,12,12,6,5,6,24,19,28,35,50,32,19,24,13,9,5,6
10,25,39,35,42,37,25,19,47,86,154,212,205,140,143,93,53,28,21,7
0,4,5,3,0,2,2,1,2,1,0,4,6,2,2,4,0,0,0,0
6,4,7,8,4,10,7,4,3,8,11,4,10,10,6,4,13,6,4,23
51,39,45,32,22,26,37,83,98,103,96,70,58,6,26,33,29,20,15,8
0,0,4,6,5,4,2,9,4,7,1,4,0,0,0,2,3,2,1,6
19,21,20,19,36,23,24,31,23,38,28,38,53,46,49,49,64,55,66,109
20,12,3,7,5,1,2,8,6,7,6,1,2,2,1,0,0,0,5,6
30,31,20,14,28,107,131,144,296,373,416,287,304,214,124,92,60,32,41,65
9,6,0,4,5,8,3,7,15,32,23,8,13,6,2,2,8,3,3,2
40,32,32,40,42,32,39,41,57,102,159,158,98,100,99,104,53,101,149,79
161,207,240,319,268,299,305,326,345,582,460,382,312,280,276,393,383,220,179,133
13,17,12,25,37,54,83,125,101,56,78,60,15,21,62,67,69,172,195,274
17,13,5,5,4,17,14,6,9,4,7,8,12,10,1,4,4,11,11,0
20,17,17,16,12,8,8,4,10,25,60,52,36,27,21,43,62,52,35,11
16,15,11,13,31,32,54,153,248,199,234,225,215,93,63,34,16,18,46,51
4,2,3,3,9,5,10,13,3,9,4,9,6,1,6,4,0,0,5,18
4,5,8,9,10,5,7,15,9,9,7,10,4,2,4,7,5,10,10,8
4,6,1,1,3,5,8,3,2,2,5,7,5,0,2,1,1,3,3,4
9,9,11,7,7,9,9,12,8,26,20,6,6,7,1,4,7,3,10,12
8,9,1,2,3,0,2,3,5,4,6,6,5,7,5,0,2,3,1,0
2,3,9,7,4,1,8,10,3,3,3,6,7,3,8,8,3,8,7,4
7,1,3,8,9,10,10,4,9,4,5,8,9,8,5,3,4,1,3,1
2,3,4,3,1,2,5,3,9,13,14,4,0,0,0,1,0,1,1,0
5,4,5,4,2,5,4,1,4,5,4,2,0,0,0,0,4,4,3,4
2,1,0,2,2,0,2,4,8,10,10,5,1,2,1,1,3,2,0,2
5,6,0,1,9,10,2,2,1,9,12,5,2,1,1,3,3,3,3,1
6,6,6,2,12,19,11,12,14,8,11,13,37,37,13,6,9,14,11,10
2,8,10,2,0,2,8,6,17,9,12,14,9,4,2,2,6,7,3,3
11,4,6,10,12,22,27,31,34,26,14,15,21,9,15,11,8,8,3,3
5,5,1,2,5,4,0,0,0,5,9,7,6,6,5,5,5,0,2,2
5,3,0,0,1,5,3,3,6,10,12,12,6,0,2,2,3,4,2,1
5,7,3,2,7,10,9,5,14,16,13,25,17,6,2,2,1,7,9,7
2,1,1,3,2,1,16,14,23,16,12,12,7,4,4,5,1,2,1,0
5,2,7,8,10,12,1,2,9,8,6,6,11,7,8,10,8,6,2,8
10,13,15,28,23,26,44,44,72,108,23,10,7,14,12,13,3,2,1,9
2,3,3,9,12,5,3,14,13,13,24,17,9,8,8,3,3,3,0,0
30,22,29,31,27,7,5,15,14,16,16,11,28,28,25,19,11,16,12,3
60,77,61,60,45,24,30,25,65,169,177,200,200,232,337,230,107,60,47,42
19,24,18,8,20,23,17,25,66,119,195,161,200,327,269,336,279,114,100,105
8,6,16,16,13,4,10,12,10,10,10,15,14,20,10,23,29,15,10,20
1,0,0,0,0,0,1,0,0,1,2,6,6,5,0,0,0,3,3,0
2,2,2,4,7,3,0,0,18,16,2,1,1,11,23,17,10,0,4,3
7,8,4,3,5,2,5,10,9,10,10,8,8,11,11,3,8,9,6,8
14,16,20,29,29,23,14,13,17,17,20,11,10,16,11,14,8,8,8,2
3,1,5,15,11,6,15,21,56,82,100,96,35,23,22,3,8,14,15,7
0,1,1,1,2,1,2,1,4,4,4,6,6,5,3,1,3,8,6,3
7,1,3,2,8,9,3,12,12,11,12,12,22,8,7,14,12,11,3,6
0,0,0,0,0,0,2,4,5,6,4,3,5,7,13,6,10,9,3,12
6,9,4,12,18,11,4,2,1,5,6,10,3,7,9,7,3,10,5,5
0,0,0,3,8,4,4,9,6,6,7,24,12,1,7,5,4,4,7,10
23,16,10,18,37,63,97,99,121,91,62,46,25,12,9,13,15,7,6,9
7,1,5,7,2,5,3,0,2,2,2,1,2,0,0,2,3,6,10,5
4,4,1,7,7,4,11,15,14,28,29,6,1,12,6,3,3,1,1,9
8,9,2,3,5,5,17,18,7,4,9,7,17,11,10,9,6,5,3,4
10,7,11,9,2,4,6,9,11,4,3,4,5,5,0,0,4,4,1,1
11,10,9,2,2,4,8,8,6,12,9,4,2,2,2,3,2,1,1,3
12,11,15,9,15,24,20,36,84,114,66,28,27,47,40,19,19,22,16,15
54,25,24,57,73,122,141,258,504,442,362,346,253,266,98,46,43,47,53,76
0,0,0,2,1,0,5,4,5,14,14,21,17,5,4,5,3,9,4,7
4,5,2,6,3,4,5,11,11,16,10,4,12,9,8,5,7,11,17,12
5,4,1,0,2,4,0,5,5,5,4,1,3,2,1,2,0,1,7,7
2,0,1,4,7,4,3,3,3,4,5,1,9,10,6,9,4,0,3,1
27,26,29,52,86,106,139,131,185,261,260,153,129,151,103,35,24,30,97,95
3,5,1,1,4,3,4,3,0,1,2,9,7,3,1,0,0,0,1,2
0,3,4,8,2,2,6,6,7,9,8,3,3,5,5,1,1,5,5,1
9,1,1,4,3,0,5,4,5,0,11,14,15,0,10,24,22,17,21,10
5,3,0,0,0,0,0,0,6,6,8,14,5,19,23,23,6,10,22,14
1,8,2,6,14,10,4,12,21,11,3,0,1,4,5,6,7,0,0,1
6,11,8,6,7,6,5,2,9,15,20,15,7,6,6,2,5,10,3,5
0,1,1,2,6,3,0,2,2,4,4,2,1,0,0,0,0,0,0,3
4,9,6,8,8,16,21,11,16,37,44,26,13,12,11,4,3,2,9,13
8,11,25,44,80,105,197,248,157,123,113,146,167,196,134,80,45,45,22,15
10,5,5,0,5,8,8,8,12,11,5,3,2,9,8,5,4,9,12,7
12,3,4,5,2,6,30,42,31,52,54,47,40,20,4,3,6,3,15,15
5,2,4,8,6,3,7,10,11,15,6,1,13,10,8,11,18,25,19,13
9,0,0,0,1,5,7,4,16,14,25,19,21,38,28,8,11,14,2,12
30,34,22,22,19,34,46,67,109,111,114,124,87,63,46,33,32,30,27,32
8,7,7,4,1,3,3,2,6,16,19,7,0,0,0,0,0,0,0,0
132,104,75,29,23,30,76,114,95,79,63,99,157,174,231,212,206,87,49,18
8,13,8,3,8,15,6,7,14,7,7,12,10,9,11,9,4,4,7,7
34,10,15,9,12,10,6,4,15,31,45,39,44,52,99,115,103,98,102,43
5,0,0,7,21,17,14,7,8,4,6,4,9,16,1,1,7,7,12,6
24,22,24,38,19,13,16,14,17,16,19,13,8,13,15,15,8,15,18,1
2,4,3,0,1,5,7,6,5,11,10,2,3,6,3,5,8,7,7,1
9,10,14,15,11,3,4,4,14,27,51,50,11,1,2,5,6,14,15,15
34,50,59,128,148,98,58,17,43,93,224,327,178,196,227,281,243,100,70,42
54,38,41,28,38,44,77,114,119,133,86,51,38,42,46,57,72,87,98,65
2,7,26,100,143,338,321,111,256,345,193,84,50,33,11,5,10,9,14,30
0,0,0,2,3,5,4,3,7,6,9,8,7,6,7,7,4,4,3,3
11,10,7,1,5,13,17,46,40,21,17,16,26,44,31,21,9,5,11,7
18,24,47,75,75,86,76,63,65,66,46,51,49,25,17,22,24,27,39,36
4,4,5,7,8,8,12,12,9,16,29,21,24,39,21,19,9,7,4,12
4,1,2,1,6,9,5,2,1,2,2,0,2,2,3,10,9,6,9,10
12,10,5,1,3,6,5,4,9,9,14,18,14,24,19,4,0,4,4,2
19,19,19,24,26,17,18,33,47,74,77,54,27,19,7,39,60,45,75,72
9,1,0,8,11,7,8,2,1,1,1,4,5,4,5,0,6,7,18,0
0,0,0,0,3,1,1,0,2,0,2,3,7,9,5,6,11,9,1,2
15,21,43,46,34,33,41,40,25,28,38,9,9,5,7,13,13,19,17,9
9,13,20,26,26,14,7,17,45,99,130,188,198,101,45,34,23,22,16,10
5,4,4,1,2,6,8,7,4,2,3,3,2,2,1,0,2,10,10,1
4,3,10,7,5,6,3,3,5,14,21,15,3,7,12,7,11,9,2,0
8,11,7,3,2,5,5,4,5,7,2,6,12,14,13,9,15,17,15,14
7,6,3,7,5,10,11,12,24,21,18,12,16,4,2,4,5,7,2,0
7,4,8,10,15,10,9,21,19,19,25,14,7,7,4,8,5,4,4,16
3,3,1,4,3,1,1,3,11,9,5,5,2,2,1,2,0,0,3,5
140,175,119,81,29,50,59,68,94,107,129,77,78,78,34,11,10,19,18,20
145,157,151,123,105,118,119,164,228,238,172,93,83,40,8,6,5,5,3,7
8,3,0,1,14,44,92,116,131,254,265,198,113,70,28,29,60,69,63,26
4,4,3,4,3,6,9,6,4,6,4,5,3,1,2,3,1,6,2,6
29,28,51,41,40,50,36,17,19,33,23,16,22,18,14,10,2,3,3,0
34,19,41,75,165,219,189,194,218,244,343,266,233,319,419,471,292,156,206,201
2,3,2,6,3,3,3,14,12,7,10,2,1,3,5,5,2,2,2,3
3,12,18,12,10,15,13,42,48,48,32,43,27,19,12,2,1,2,8,20
15,3,5,11,4,17,18,3,1,16,25,15,5,5,11,18,11,5,4,8
9,3,8,15,14,8,14,13,14,22,19,17,10,3,4,7,8,8,7,3
3,4,6,8,6,5,3,14,46,57,72,43,22,11,15,9,15,4,7,11
5,17,22,30,21,26,23,86,260,299,153,69,66,54,26,13,11,6,2,6
0,3,3,2,3,2,2,10,14,8,3,3,3,3,3,1,5,6,7,2
29,36,46,40,33,46,58,55,57,31,52,50,12,8,13,35,33,7,5,8
9,7,8,10,14,16,11,15,21,19,38,18,10,27,22,3,4,2,2,0
59,38,13,16,52,98,137,144,184,111,77,103,57,41,14,11,13,8,8,8
20,48,35,30,24,36,50,110,153,65,197,458,489,425,322,264,192,191,308,308
5,2,6,12,4,2,1,4,1,0,4,3,5,2,0,0,3,2,2,3
0,0,2,3,1,0,0,3,11,10,6,11,6,13,15,13,2,3,4,4
15,15,8,0,6,12,4,7,16,12,5,5,4,2,2,11,17,16,12,10
21,25,18,17,22,19,13,26,65,71,73,86,37,17,12,9,4,16,15,8
12,20,18,22,18,20,30,45,90,168,163,82,125,158,132,65,32,16,17,21
1,3,3,4,10,12,22,13,28,38,38,28,12,5,2,4,5,10,5,7
0,2,4,6,5,5,6,10,14,20,24,39,38,15,3,1,1,0,2,4
13,18,4,2,7,2,5,3,6,9,5,5,3,3,2,4,6,6,1,0
11,6,13,9,2,8,7,0,3,8,18,14,4,3,5,10,8,9,8,8
6,8,0,5,9,2,3,7,8,7,10,9,9,1,5,4,6,4,0,1
3,0,0,2,1,3,6,5,12,12,12,6,0,2,2,0,0,0,0,0
27,52,45,27,92,289,446,398,406,473,431,416,284,118,89,75,39,46,59,111
11,7,4,3,6,8,5,0,6,1,7,3,3,3,0,5,8,12,12,13
25,44,39,23,21,17,17,43,75,126,210,229,215,244,406,273,152,238,242,302
6,14,18,10,8,2,2,2,2,2,5,8,10,7,2,2,5,4,5,2
13,9,18,6,3,4,7,4,7,11,13,8,8,3,5,4,0,0,0,1
204,212,230,116,98,119,127,105,95,69,51,26,26,26,32,19,10,10,7,3
57,98,98,59,43,30,33,88,180,163,129,75,276,859,603,446,354,190,161,82
54,55,28,30,61,102,128,194,308,283,155,54,19,7,9,22,33,70,63,32
35,64,88,47,18,15,29,77,175,240,242,233,198,179,143,100,45,45,18,12
20,17,15,22,32,53,56,18,19,34,58,125,157,173,138,45,26,20,20,10
40,26,17,13,15,17,31,34,28,79,96,77,73,34,20,28,47,60,107,88
19,56,150,163,176,161,138,111,190,235,150,211,128,128,101,59,30,22,13,5
0,1,4,3,1,6,6,1,4,8,11,6,11,12,11,13,4,11,7,3
0,6,2,0,0,0,4,8,5,2,2,1,2,2,2,5,7,2,0,4
4,5,1,1,3,6,6,4,4,3,4,4,2,2,3,4,0,2,2,0
17,17,18,14,24,32,34,38,42,54,77,72,50,22,20,22,34,73,144,214
3,11,3,6,7,10,7,7,22,13,20,19,7,8,12,17,13,9,6,6
24,8,6,13,23,28,67,68,84,91,60,32,13,2,16,38,41,45,36,13
46,36,26,24,29,53,123,263,302,278,263,196,116,104,68,23,15,9,63,130
5,4,4,2,3,3,3,0,1,4,10,12,8,6,7,3,8,6,5,0
12,12,2,3,8,14,13,27,53,38,54,24,8,5,2,5,1,1,6,6
13,24,16,14,10,12,15,6,9,19,28,37,23,30,30,35,32,13,2,10
70,14,12,24,63,96,141,199,114,141,181,312,386,289,101,38,28,28,33,124
3,5,3,1,14,12,8,14,16,10,7,6,10,8,7,1,0,0,0,0
8,1,2,7,5,4,3,5,7,6,2,11,11,2,2,0,0,3,1,6
9,11,4,5,14,7,16,46,111,95,32,4,0,2,5,5,4,12,7,4
3,5,8,2,3,5,10,11,17,19,35,44,26,18,23,20,2,12,10,3
4,10,11,2,1,5,9,6,6,15,21,8,10,8,8,4,7,7,2,5
11,5,1,10,7,11,4,1,1,6,8,9,15,11,12,6,5,6,6,7
9,8,9,7,1,3,3,7,13,13,6,5,11,15,14,8,6,3,5,10
2,5,5,0,1,1,0,2,5,5,7,4,4,8,4,2,0,3,4,1
0,1,2,0,2,12,18,11,23,49,25,14,11,9,9,14,13,7,9,6
61,31,16,4,13,19,11,2,12,33,29,27,14,7,6,9,16,21,17,12
1,8,0,0,0,1,7,33,44,19,14,21,18,9,2,14,19,16,13,8
586,695,651,485,339,356,542,417,238,362,420,461,653,365,277,177,46,25,50,61
17,10,3,2,16,16,10,4,7,8,2,4,9,7,9,9,7,5,2,2
