"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","x"
3,4,7,4,6,3,3,2,2,23,16,6,6,6,9,14,13,9,0,1,1
0,6,5,5,5,3,3,3,0,0,1,2,1,2,0,0,0,2,2,0,1
85,68,55,18,22,31,43,54,69,64,54,57,51,31,14,12,11,4,12,10,1
3,3,8,6,10,8,7,12,14,5,8,3,1,12,5,3,7,14,26,33,1
33,13,12,20,54,74,50,39,43,40,35,44,54,41,33,36,25,19,17,14,0
1,3,2,1,8,9,6,4,6,18,14,2,1,0,0,0,0,3,3,2,1
3,3,2,7,5,12,7,1,3,3,10,10,6,8,9,3,5,11,4,4,1
11,2,4,3,0,0,0,2,0,7,11,2,3,1,7,6,6,9,6,8,0
5,8,12,6,7,13,15,16,7,2,3,3,9,6,0,0,0,4,2,0,0
15,25,14,9,10,18,9,15,10,3,0,0,0,0,0,0,0,8,26,23,0
17,21,8,1,0,0,0,0,0,0,0,0,6,6,2,3,4,2,5,2,0
10,6,11,3,1,8,6,6,9,11,6,10,13,10,10,8,10,7,7,10,0
0,0,3,5,2,1,2,4,4,1,0,0,2,2,5,7,3,0,3,0,0
8,8,9,7,8,5,10,6,16,23,11,7,8,15,17,11,3,6,6,7,1
6,5,7,7,6,7,6,2,0,0,0,0,1,2,0,1,1,0,0,10,1
6,0,0,2,6,1,0,0,0,5,4,3,0,7,5,3,2,4,9,4,1
21,28,14,23,13,4,19,16,25,78,142,177,53,36,33,15,12,17,25,33,1
2,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,0,4,5,0
7,8,10,6,4,5,4,6,6,9,4,4,14,2,12,11,2,4,8,6,1
2,0,2,3,5,11,9,1,5,15,22,24,18,11,4,5,5,4,6,10,1
0,0,0,0,0,0,0,0,11,13,4,5,5,16,19,18,17,16,9,2,0
5,10,3,4,7,6,4,2,6,1,1,0,0,2,1,2,1,1,1,1,0
14,18,13,12,19,14,7,10,5,11,6,11,7,2,2,11,11,5,14,22,0
0,0,0,0,0,0,0,4,8,9,5,9,7,5,3,0,1,2,8,11,1
8,5,4,7,3,0,9,14,16,14,7,7,10,9,14,22,25,13,8,6,0
0,2,0,0,1,2,1,0,2,4,2,2,2,0,0,3,1,1,7,6,0
12,9,24,29,38,19,11,10,15,24,28,16,28,21,18,13,17,38,23,21,1
4,11,7,8,3,3,5,6,7,4,0,0,3,0,0,1,1,0,1,3,0
0,1,1,6,1,2,6,4,6,3,9,12,3,0,3,4,3,1,0,1,1
4,1,0,5,4,5,3,5,7,5,13,4,2,3,2,4,3,0,0,2,1
4,8,10,3,5,8,8,10,1,1,2,1,4,5,1,0,0,4,2,0,1
17,14,3,5,4,3,5,13,14,22,17,8,10,8,12,13,11,7,17,19,0
0,2,6,5,9,9,1,8,12,11,8,3,6,14,10,0,3,1,1,1,1
1,0,0,0,1,2,0,0,0,2,5,4,2,3,1,3,4,0,0,0,0
0,6,6,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,5,7,2,1,1,3,0,0,0,3,0,3,4,1,0
10,7,7,9,6,5,10,7,0,2,3,4,2,4,4,3,18,19,9,9,0
5,8,2,7,5,3,3,6,1,4,4,2,4,2,4,7,4,0,0,3,0
14,14,8,5,14,25,37,65,69,119,216,167,49,23,3,9,61,123,141,104,1
3,8,11,18,16,6,3,9,14,9,23,14,2,4,2,3,9,8,10,8,0
10,26,18,15,9,5,20,57,46,27,18,93,129,85,62,50,23,35,73,52,1
12,8,9,7,0,0,2,25,43,30,43,22,11,11,7,10,0,1,0,1,1
2,0,0,7,3,2,0,1,1,2,7,7,3,0,1,0,2,2,1,0,0
3,1,4,3,1,1,0,1,1,3,5,4,4,0,0,0,0,2,2,0,0
71,67,60,114,213,226,198,274,317,414,317,252,254,164,138,109,55,56,78,52,1
5,9,8,4,0,0,0,3,5,2,1,6,6,1,4,4,5,7,2,0,0
2,0,2,1,0,0,1,1,0,0,2,2,1,5,12,12,5,17,19,12,0
3,10,9,10,6,8,19,14,10,25,15,14,7,0,6,6,3,0,0,0,1
4,4,5,4,6,14,5,7,3,1,5,9,5,2,4,5,8,12,8,1,0
0,0,0,0,1,1,2,2,2,9,9,0,0,0,1,1,2,5,4,6,0
6,15,19,14,15,17,9,21,14,11,10,6,6,9,8,7,13,21,22,11,0
8,8,0,0,0,5,6,8,24,29,3,47,62,47,27,51,28,19,39,34,1
7,9,4,10,14,8,7,30,72,70,43,35,27,29,60,334,336,109,308,443,1
14,13,7,4,14,10,18,16,6,7,12,14,7,6,7,14,25,10,9,7,0
5,6,10,6,6,3,4,13,7,13,20,22,16,5,13,14,16,7,1,0,1
68,27,29,49,43,50,49,56,106,75,66,38,37,43,122,158,404,353,101,56,1
29,19,8,2,3,11,11,7,11,7,7,16,12,13,7,6,3,11,15,15,1
8,11,7,6,3,1,4,4,3,9,8,1,1,3,7,5,8,9,5,0,0
24,27,28,34,43,72,97,95,106,71,22,9,9,13,14,24,26,8,11,18,0
4,5,5,5,5,3,2,4,4,0,1,5,5,3,6,7,8,6,3,1,0
4,4,1,10,12,2,3,4,1,0,2,4,8,11,11,6,4,3,3,2,0
2,4,3,3,4,4,5,4,10,8,4,9,8,8,4,5,7,3,3,0,0
7,27,55,114,128,367,317,101,146,115,71,89,53,42,37,35,46,38,24,21,1
6,4,9,5,0,0,3,9,16,20,21,6,2,3,4,3,1,8,11,1,0
4,3,8,7,0,0,0,5,0,7,7,0,0,0,0,0,0,4,6,2,1
7,4,6,3,2,1,5,4,4,4,0,3,4,0,0,0,0,1,1,6,0
11,7,11,15,10,10,6,13,16,13,19,29,25,17,15,16,18,12,5,1,1
1,4,0,0,2,2,0,1,4,3,2,5,6,3,0,0,0,0,0,1,0
7,13,10,3,9,8,2,7,16,21,13,2,8,6,0,0,0,3,0,0,1
29,25,9,10,28,68,118,80,119,407,373,130,48,25,23,29,67,64,32,13,1
7,5,7,9,20,18,11,15,25,27,27,25,8,11,14,23,46,54,37,52,0
11,13,19,28,33,23,30,39,35,45,46,20,10,18,20,16,12,7,9,13,0
0,1,2,3,0,5,7,1,10,8,4,9,5,4,6,5,1,6,6,12,1
5,4,2,1,2,0,0,0,4,3,0,0,0,1,2,1,2,5,10,7,0
0,0,0,7,10,6,1,0,1,12,19,15,18,7,4,3,1,1,1,3,1
3,3,2,2,0,0,4,7,3,0,0,0,0,1,1,2,1,0,1,3,1
23,34,42,47,35,40,127,379,513,480,751,984,553,556,561,526,433,466,483,747,1
2,16,14,1,1,1,1,4,6,5,1,9,9,5,8,8,8,5,6,10,0
16,33,39,2,26,61,176,352,523,533,496,502,643,423,162,80,35,33,25,39,1
10,14,4,1,8,13,9,2,7,12,11,10,8,4,9,14,8,3,8,16,0
2,4,0,4,0,1,5,3,2,3,2,3,1,9,12,1,0,0,0,1,0
71,71,74,75,170,219,191,292,315,184,115,167,75,107,59,10,14,12,16,16,1
7,3,6,10,8,5,7,6,3,6,8,5,6,17,16,6,1,0,1,1,0
2,0,0,5,9,8,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,2,0,0,1,8,9,12,14,3,10,15,18,0
6,7,18,17,15,16,14,16,11,17,10,5,7,8,8,12,11,6,6,2,0
48,30,44,54,49,139,301,327,232,253,286,219,161,56,59,49,44,42,32,31,1
81,101,70,29,17,15,17,39,119,118,123,106,49,47,67,77,42,18,13,43,1
19,17,15,10,11,21,14,8,9,15,14,1,1,5,8,7,9,8,16,14,1
6,7,2,5,7,9,2,7,18,14,12,13,15,11,9,5,12,6,4,15,1
49,93,142,193,290,431,821,575,472,403,391,217,359,408,257,156,76,44,28,20,1
13,26,28,16,10,10,16,20,34,48,59,41,39,12,10,12,11,14,10,2,1
6,14,6,6,14,7,4,9,11,8,10,8,5,10,9,12,8,4,2,4,1
0,2,3,10,7,0,3,5,4,3,5,7,6,1,5,11,9,5,3,3,1
5,6,5,10,9,11,5,5,11,16,7,7,6,4,8,16,12,24,22,10,0
1,7,8,5,4,12,11,7,7,0,1,1,4,3,7,7,1,3,1,2,1
3,6,10,6,1,8,28,55,80,58,50,25,19,13,9,5,22,18,7,7,1
12,8,16,16,40,73,111,126,160,199,135,53,60,78,52,18,7,5,16,19,1
0,4,6,1,0,0,0,1,1,1,0,2,2,10,10,0,6,10,1,0,0
9,4,2,3,8,8,6,7,6,8,3,4,8,6,4,12,18,7,7,6,0
11,7,4,1,0,2,1,0,0,2,3,1,3,4,1,5,1,3,2,0,0
7,2,0,0,4,5,0,2,7,7,9,8,6,5,3,2,2,3,3,5,1
30,26,11,14,21,22,34,40,46,61,30,6,6,10,12,22,15,1,0,0,1
0,3,0,1,4,6,3,0,0,2,2,6,3,6,6,4,5,8,11,8,0
19,19,12,4,9,16,45,115,113,150,225,230,150,128,90,42,16,19,36,63,1
9,4,6,7,3,4,2,4,8,13,9,3,6,2,0,10,8,6,4,2,0
1,0,0,0,0,0,0,0,0,4,5,1,8,5,0,0,0,1,1,0,0
5,3,0,4,6,6,12,8,8,1,17,17,10,8,6,4,7,4,8,11,1
0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,3,5,3,1,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0
0,0,0,2,0,0,0,0,3,12,9,2,1,0,1,2,0,0,0,1,0
6,2,8,6,0,0,2,8,1,7,8,0,0,1,9,6,0,6,3,1,1
4,8,6,0,4,2,2,2,5,8,5,2,2,16,13,5,6,21,26,15,1
1,1,6,8,4,2,2,1,0,2,4,7,5,5,4,5,6,10,9,4,1
4,4,6,9,5,3,3,8,8,6,5,7,6,8,4,7,9,5,4,1,1
10,16,9,6,4,4,3,3,10,13,7,5,8,8,6,4,0,7,11,5,0
8,8,8,6,4,4,0,0,1,7,8,14,23,14,2,6,15,9,4,2,1
3,3,4,5,5,4,9,8,4,2,6,7,4,3,2,1,5,4,8,6,0
7,7,8,3,8,10,4,11,9,1,2,12,11,8,3,0,4,0,3,0,0
1,3,9,8,2,3,5,3,0,1,2,6,7,8,1,1,1,9,9,10,0
14,8,11,31,50,92,106,144,119,63,42,25,10,12,10,1,2,6,2,6,1
1,7,11,5,0,1,3,4,3,4,3,5,1,6,8,4,2,1,4,3,1
8,6,6,12,6,4,12,12,15,8,3,3,7,4,2,2,4,4,0,3,0
298,196,107,51,11,7,12,27,82,153,155,165,166,274,165,63,46,22,9,21,1
1,2,0,0,4,7,0,0,0,0,4,5,0,1,1,2,1,7,5,11,0
1,4,5,7,7,20,66,103,74,81,82,57,139,163,91,172,122,43,154,177,1
1,0,3,4,9,5,2,2,5,3,0,2,4,0,14,4,0,0,0,1,0
2,2,3,6,4,6,6,2,3,4,1,1,0,0,5,0,2,4,7,5,0
17,25,36,34,36,46,65,105,141,109,71,55,48,43,59,55,70,53,48,23,0
11,9,11,16,9,27,51,53,41,76,116,145,92,40,30,14,10,12,19,25,1
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,64,79,52,38,22,12,57,131,150,250,454,439,182,97,49,36,63,85,62,1
7,7,2,3,4,2,1,4,3,4,1,0,0,0,0,0,0,0,0,4,1
2,3,3,5,3,3,2,1,1,0,0,0,0,0,2,0,0,1,1,4,1
32,22,21,16,8,10,24,17,12,15,13,0,2,2,0,0,0,1,3,8,1
0,0,1,4,5,5,4,8,19,24,19,13,4,1,5,4,0,0,3,3,1
0,0,0,0,0,3,1,5,35,31,23,22,9,4,4,17,13,14,7,11,1
1,3,7,7,8,12,4,2,5,9,1,3,7,7,5,10,7,0,2,3,0
54,41,32,18,23,10,5,0,0,0,0,0,0,0,0,3,3,10,5,3,0
9,6,6,2,5,6,9,13,8,12,18,17,5,10,5,4,4,6,7,1,1
4,5,1,3,3,0,2,5,3,1,1,1,2,5,4,0,1,2,4,0,1
26,18,12,14,10,7,4,13,12,2,8,4,9,8,4,6,8,3,4,5,0
0,4,8,14,6,0,0,0,0,0,0,0,0,0,11,13,2,4,14,16,0
0,1,5,3,0,0,0,2,2,0,0,1,4,1,0,0,1,1,2,5,0
0,0,0,0,0,1,1,0,1,1,0,0,0,0,5,5,4,8,3,0,0
4,13,12,5,11,16,18,19,14,16,8,9,12,17,10,12,16,15,7,4,1
8,3,1,0,0,0,0,0,2,4,3,11,14,12,9,9,5,1,0,0,1
0,0,1,4,6,3,8,6,5,9,9,8,12,7,5,8,8,8,6,4,1
6,10,13,16,10,6,13,12,21,25,31,29,17,24,29,26,18,4,11,13,1
2,1,10,14,7,3,1,2,0,0,0,0,0,0,0,0,0,4,5,1,1
47,51,132,196,221,189,267,312,246,156,148,101,105,40,36,40,29,39,43,10,1
6,9,2,29,65,41,37,51,59,48,63,34,15,9,3,1,8,9,11,8,1
26,8,7,22,19,15,11,16,13,13,19,17,16,18,5,10,15,13,14,36,0
285,308,407,320,303,316,258,153,181,688,231,81,58,28,14,18,17,35,33,8,1
11,16,26,25,28,43,44,41,32,27,29,22,10,10,2,2,8,8,3,3,1
0,0,0,0,0,0,4,3,7,8,4,0,1,1,0,0,0,0,0,0,0
14,5,1,2,6,10,11,6,5,11,12,4,9,3,11,10,1,4,5,5,1
48,22,16,31,51,181,287,289,197,153,206,218,190,219,286,202,115,107,74,47,1
0,0,4,2,1,1,3,3,2,0,0,2,6,8,6,2,8,5,0,0,0
4,0,1,1,2,1,5,4,0,5,12,11,6,4,6,2,0,2,1,1,0
0,0,0,0,0,2,6,9,16,13,3,2,1,2,7,10,0,8,7,0,0
0,5,5,0,11,11,1,2,2,0,0,0,3,4,2,1,4,7,4,4,0
2,2,1,1,0,1,1,6,6,2,2,1,2,2,4,9,7,3,2,0,0
4,12,6,9,25,23,30,36,45,53,67,21,14,2,3,1,3,2,2,1,1
9,5,9,9,9,17,8,2,0,2,0,1,4,5,3,1,2,6,4,1,0
1,8,4,7,28,44,26,14,5,15,10,12,16,10,22,16,9,2,4,1,0
3,8,9,3,7,5,0,0,0,0,3,0,0,1,0,0,3,3,4,3,0
7,15,4,0,0,0,0,19,37,51,32,18,12,33,68,101,82,108,98,84,1
2,8,7,10,8,9,14,19,13,7,6,7,3,4,3,16,16,3,6,8,1
4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0
0,0,1,0,0,0,0,3,3,1,0,1,1,0,4,12,13,2,5,6,0
10,11,12,10,11,12,17,14,25,26,22,17,7,10,10,20,14,19,26,39,1
4,5,2,2,5,3,4,1,0,2,1,3,9,3,0,2,11,13,6,0,1
7,0,0,0,3,5,12,15,4,8,10,8,5,2,0,0,3,3,2,3,1
13,20,23,19,25,36,58,111,200,187,322,353,106,135,75,48,28,19,22,24,1
6,0,4,2,2,5,5,13,8,10,14,9,4,8,16,8,5,10,7,7,1
0,1,2,6,3,1,1,7,8,0,3,3,0,4,5,1,0,6,7,3,0
8,0,3,3,5,12,11,0,0,15,14,21,25,32,25,23,20,13,9,12,1
11,8,7,8,12,16,25,29,39,46,33,26,21,7,6,6,9,15,15,6,1
11,4,5,6,5,13,14,7,12,6,5,5,6,7,12,10,0,0,3,4,0
11,16,5,5,5,12,5,11,17,15,10,4,6,4,3,3,3,3,5,12,1
10,14,17,14,12,10,9,14,11,16,16,9,12,8,16,22,11,14,16,10,1
0,0,3,4,1,2,3,0,0,0,8,7,9,8,1,2,8,6,3,3,0
6,5,10,13,9,11,7,6,11,10,2,7,9,4,7,5,8,6,4,2,0
170,121,258,339,288,263,454,474,225,300,417,397,256,132,37,35,42,27,33,32,1
9,10,8,11,11,6,3,6,11,1,0,1,1,0,0,0,0,0,0,0,0
3,1,2,3,1,0,0,6,8,2,2,3,2,1,3,1,1,1,8,12,0
0,0,0,0,3,1,0,1,1,0,5,7,2,0,0,1,2,1,3,2,0
5,1,5,3,1,0,0,0,3,4,6,7,4,3,8,7,8,17,12,2,0
2,0,0,4,8,7,13,12,0,3,3,1,3,8,5,0,0,1,3,4,1
16,6,5,13,13,4,4,12,8,7,6,1,1,0,9,2,0,0,4,10,0
7,7,3,2,1,5,8,7,5,1,6,14,10,2,2,3,7,10,6,5,0
2,6,7,5,6,5,5,6,9,5,9,9,2,0,0,1,5,4,1,10,1
54,18,40,77,144,513,688,458,547,438,302,228,148,96,48,15,15,49,64,44,1
0,0,5,3,1,2,3,1,0,12,5,1,0,0,0,1,0,0,3,2,0
1,8,9,11,7,12,8,5,6,9,15,9,9,10,9,4,2,1,4,4,1
4,12,8,4,1,2,2,1,2,0,8,11,9,6,10,11,4,12,22,23,0
10,4,3,0,0,0,0,0,0,0,3,3,6,14,13,10,14,16,13,10,0
5,7,5,18,18,7,12,21,26,24,28,15,6,16,13,8,12,7,5,2,1
3,6,4,2,4,13,12,2,7,2,6,6,4,11,10,6,9,8,5,10,1
50,79,81,83,113,157,179,154,96,104,103,61,17,16,15,20,39,39,16,20,1
23,19,22,35,47,105,184,180,153,136,180,191,147,76,38,18,11,21,20,22,1
9,9,2,2,5,10,4,7,9,8,5,2,1,0,0,0,1,1,0,0,1
19,8,15,14,9,15,22,48,59,75,88,51,25,18,7,3,4,8,6,4,1
12,11,4,6,6,3,1,1,3,3,1,8,13,8,5,2,0,3,2,1,0
11,11,10,10,11,12,32,43,62,99,105,115,108,110,90,59,30,18,23,18,1
0,1,0,0,0,0,0,0,1,0,0,1,1,4,6,3,9,11,3,6,0
72,39,29,26,35,74,109,129,109,90,87,40,26,34,18,36,52,28,17,12,0
7,2,1,4,7,3,6,18,12,25,60,73,28,49,42,8,3,0,2,6,1
4,2,1,0,10,5,9,14,12,13,26,26,14,11,7,7,7,3,0,0,1
1,9,6,7,2,0,0,1,5,5,4,5,6,3,6,5,2,1,4,5,0
12,9,6,9,11,4,0,1,4,6,2,2,11,13,6,3,8,7,0,0,0
14,4,16,21,11,6,1,5,11,16,10,8,11,5,13,9,0,9,8,2,0
7,8,4,5,4,9,11,5,7,2,1,6,9,7,4,2,5,5,1,0,0
10,7,10,7,8,16,20,9,15,16,14,6,10,8,4,14,12,8,8,6,0
0,3,3,0,2,0,0,1,3,5,5,2,2,1,0,1,2,1,1,1,1
4,3,6,16,12,19,14,9,2,10,14,13,6,6,9,2,7,10,4,2,1
204,212,230,116,98,119,127,105,95,69,51,26,26,26,32,19,10,10,7,3,1
4,3,3,3,15,5,2,5,10,10,5,4,7,8,15,8,8,8,3,2,0
69,63,47,31,20,28,22,34,32,16,10,7,2,13,15,5,8,9,6,4,0
0,5,3,2,2,6,14,11,0,1,6,6,4,5,5,1,3,3,9,10,0
421,501,404,257,206,393,366,307,247,198,159,131,55,11,19,28,10,9,13,15,1
7,10,3,2,4,3,6,6,5,12,7,6,4,1,0,1,1,0,0,0,1
2,2,3,2,2,17,35,66,65,83,116,105,55,3,14,17,0,0,0,1,1
8,0,0,0,0,1,1,1,4,3,2,2,0,1,2,2,5,7,3,5,1
3,1,3,0,0,2,1,5,14,15,9,3,1,0,0,0,0,3,3,1,1
4,13,16,8,2,2,0,4,8,5,1,1,11,14,11,5,2,4,5,4,0
2,2,0,2,2,0,0,1,1,0,2,2,3,1,0,0,0,6,7,6,0
2,0,0,0,2,0,0,0,0,0,0,1,10,8,1,1,4,15,25,28,0
9,6,2,6,6,4,4,13,13,10,9,12,2,0,0,0,0,2,5,1,0
11,18,10,9,13,9,10,10,20,10,7,4,2,1,0,0,0,0,0,0,0
7,7,5,7,2,2,7,12,5,7,13,12,5,2,3,3,2,0,0,7,1
1,4,2,7,8,5,3,6,6,16,6,3,2,0,0,0,2,1,0,0,0
16,29,46,62,48,26,31,30,60,150,235,267,164,250,159,80,25,8,40,139,1
0,0,2,2,0,0,0,0,4,5,1,2,2,0,0,0,2,1,1,0,0
11,11,4,9,1,3,7,9,12,8,3,0,1,1,8,9,3,7,5,10,0
98,66,39,42,57,52,112,178,255,311,240,137,138,61,46,46,59,69,61,56,1
5,1,0,6,8,4,3,5,4,1,3,5,2,0,2,3,11,9,3,5,0
19,11,4,4,2,1,4,6,5,3,2,4,5,4,12,16,15,7,3,9,0
2,5,4,4,9,9,11,17,21,16,6,11,14,2,4,4,3,6,13,11,1
1,4,8,2,1,2,4,5,4,4,2,2,7,13,9,4,8,2,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,4,6,4,11,5,0,0,1,0,0,0,0,0,0,0,0,0,0
15,5,14,30,42,50,58,40,36,33,38,35,23,6,8,12,9,7,13,14,1
2,2,0,3,1,1,2,2,0,1,1,0,8,3,1,6,7,1,1,3,0
32,30,38,68,86,143,79,30,19,2,5,7,6,8,29,35,7,11,6,9,0
4,3,5,4,2,1,1,0,0,4,2,7,6,3,3,1,2,0,0,0,0
1,0,3,11,13,9,5,7,6,17,9,13,13,20,18,13,15,11,7,8,1
2,1,3,4,5,8,6,4,5,10,16,6,4,4,4,2,0,5,1,3,0
0,0,3,3,0,2,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
17,8,14,27,34,27,10,14,11,16,9,5,5,9,8,0,0,0,0,0,1
3,5,13,12,6,11,14,3,4,3,10,6,4,1,5,4,0,4,4,8,1
18,21,10,3,7,3,4,11,10,1,1,3,5,6,0,4,3,0,1,8,1
8,4,2,3,1,0,3,4,9,17,7,5,5,3,4,7,6,5,2,2,1
4,1,2,6,1,1,3,2,5,7,4,3,3,2,2,8,6,2,0,4,0
6,0,1,1,0,2,0,0,2,2,0,0,1,1,3,7,4,1,3,1,0
17,21,24,38,79,101,99,112,85,65,66,51,30,16,7,10,9,9,15,13,1
6,3,1,9,11,1,3,4,4,3,5,10,8,4,3,3,0,2,5,3,1
6,10,6,10,20,27,25,21,17,16,19,16,19,28,34,16,20,18,11,17,1
5,5,7,7,8,13,15,21,20,15,13,18,5,8,9,6,5,1,0,0,1
6,6,7,8,1,0,0,0,0,0,0,0,1,1,0,0,0,7,19,4,0
2,8,7,7,5,4,9,10,7,10,6,9,10,7,11,9,7,11,11,11,0
0,0,0,0,0,0,0,2,6,2,0,0,1,5,6,5,3,3,8,3,0
0,0,0,7,10,3,1,6,14,6,11,7,4,5,8,8,0,10,12,6,1
9,3,3,5,10,7,5,11,7,3,3,1,4,5,6,5,8,8,9,4,0
5,5,1,2,5,4,0,0,0,5,9,7,6,6,5,5,5,0,2,2,1
8,10,12,10,14,3,8,7,0,0,0,0,6,10,3,3,0,0,0,0,0
0,0,1,3,7,11,3,6,9,14,8,2,2,1,1,1,2,2,2,2,1
7,2,2,11,12,4,4,4,1,7,14,9,1,1,0,0,0,0,2,2,1
8,3,5,5,0,7,5,0,5,8,4,1,3,2,1,4,6,5,8,14,1
21,20,19,20,18,22,16,17,38,38,17,7,0,0,0,0,0,0,0,1,1
1,0,1,7,2,10,7,4,7,5,3,3,2,1,5,4,2,2,6,5,0
3,3,6,6,11,9,3,5,10,11,3,3,6,9,10,2,0,0,0,0,0
3,7,4,5,4,1,3,6,7,1,9,9,3,4,3,6,13,5,3,5,1
17,10,7,16,36,33,43,25,20,19,19,27,31,34,55,65,46,37,39,18,1
351,794,1162,621,124,48,24,28,69,146,216,460,108,27,16,17,40,77,57,20,1
5,5,1,1,0,2,13,19,9,5,7,10,1,7,12,7,13,12,7,4,0
0,0,0,1,0,0,0,3,0,4,1,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,3,3,9,5,10,13,3,9,4,9,6,1,6,4,0,0,5,18,1
4,5,14,17,15,15,16,13,3,20,33,32,11,7,18,11,19,13,10,12,1
0,0,0,0,0,1,1,0,0,4,4,5,2,0,0,3,3,6,6,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
14,11,10,16,15,11,7,6,6,4,3,6,1,6,3,3,3,1,1,7,0
12,6,5,15,8,11,6,1,4,2,14,13,6,4,1,14,5,6,13,12,1
4,5,7,0,2,2,3,4,2,0,3,6,3,0,0,1,0,0,3,8,0
0,1,0,0,0,0,0,2,31,44,30,21,18,15,11,6,5,8,12,11,1
102,109,98,81,66,90,117,163,232,201,130,115,103,71,44,40,40,41,32,34,1
8,11,7,10,12,8,9,7,16,17,4,9,20,23,8,6,0,4,13,9,1
7,9,10,5,3,3,3,0,0,0,1,1,1,2,0,0,2,2,8,13,0
43,67,65,73,69,41,17,42,92,108,95,93,74,22,10,5,8,27,16,1,1
1,1,1,0,2,1,1,1,6,6,3,2,1,2,4,6,9,9,3,0,0
14,11,12,15,12,17,15,30,33,18,24,30,35,8,6,28,39,18,13,10,1
159,156,176,123,175,121,111,129,119,99,50,35,25,22,18,21,17,12,18,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
5,4,4,4,2,0,0,0,0,5,17,10,2,5,6,5,1,2,2,4,0
5,6,1,1,9,12,14,6,10,23,38,69,135,173,205,224,129,26,13,10,0
6,8,16,11,2,12,8,4,2,1,3,4,3,2,2,4,5,3,15,18,0
7,5,5,13,14,5,10,21,15,11,18,12,7,4,5,1,0,0,4,4,1
3,7,4,13,10,5,6,5,10,12,6,4,7,7,7,7,10,4,7,7,0
11,14,11,7,0,7,13,6,1,4,1,4,14,18,11,10,6,7,2,4,1
2,18,20,6,16,14,7,13,9,6,4,2,3,8,12,21,16,8,11,7,0
2,1,7,4,1,5,6,3,5,5,6,4,0,0,0,6,7,8,4,0,0
7,5,15,14,17,18,8,7,17,22,26,19,25,10,8,2,5,4,7,5,1
2,6,4,7,2,1,2,2,0,0,0,1,1,2,2,4,7,6,4,6,0
7,32,45,34,37,23,75,93,132,177,144,72,67,59,20,24,32,30,59,55,1
8,10,17,11,0,17,28,23,38,46,41,24,36,45,82,164,270,349,277,252,1
3,3,3,7,2,9,13,11,9,13,5,1,1,1,10,13,6,3,11,9,1
8,5,3,4,11,19,11,8,7,15,13,7,6,6,7,14,15,6,10,12,1
0,2,8,7,4,5,1,1,1,0,0,2,4,2,4,10,4,3,5,0,0
7,7,6,5,3,0,0,1,5,11,19,7,5,2,3,4,2,3,4,1,1
0,0,0,0,0,0,0,4,13,15,14,16,10,10,7,1,7,14,19,23,0
0,3,3,0,0,4,9,5,4,2,4,8,7,4,13,9,1,1,0,3,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
4,4,2,0,1,0,1,4,12,11,3,3,3,1,5,4,1,5,10,6,1
38,29,29,25,35,88,125,111,111,170,170,181,154,111,63,43,21,5,4,7,1
1,9,10,1,1,5,9,6,9,4,6,3,1,1,2,5,3,4,2,1,1
15,11,11,22,16,3,13,23,35,45,38,26,15,7,6,10,4,6,4,4,1
5,3,1,1,1,0,1,2,5,6,2,5,7,5,4,3,3,3,0,2,1
11,9,9,9,19,24,15,10,4,8,10,7,11,9,14,10,11,20,15,8,0
21,17,10,9,14,19,2,0,4,7,9,5,7,5,9,12,16,7,7,9,1
4,6,4,2,6,11,8,0,0,0,0,1,0,1,1,3,7,6,1,2,0
0,0,1,4,4,6,5,1,3,10,6,0,1,1,4,3,8,9,5,3,0
36,19,35,31,20,23,46,73,199,250,777,742,303,303,339,105,29,30,41,79,1
2,5,5,0,2,2,7,22,0,0,0,43,50,0,0,0,0,0,0,0,1
0,1,0,0,2,3,2,2,1,0,1,2,4,4,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,2,3,1,1,4,6,5,2,0,1,3,7,0
89,173,424,520,223,178,205,192,136,193,167,85,101,145,239,235,143,132,81,36,1
0,0,2,12,2,5,4,3,3,0,0,3,7,7,0,0,0,0,3,3,0
6,6,6,5,8,9,6,4,4,2,2,2,4,8,4,4,7,12,1,25,0
