V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
10,23,46,27,19,17,36,78,150,113,106,92,23,3,10,8,19,16,9,4
62,96,60,50,37,87,190,151,134,165,222,145,68,41,35,25,32,48,106,221
5,3,23,23,18,34,43,91,132,113,96,94,81,62,43,21,20,28,19,17
0,1,5,5,4,4,11,24,34,34,29,44,20,9,23,4,1,7,29,59
0,2,5,3,4,8,7,4,5,11,5,2,0,2,4,6,0,0,4,4
15,35,61,50,103,170,407,823,480,496,269,139,261,208,90,29,14,13,32,64
18,22,21,20,15,15,39,72,83,89,103,120,50,62,76,40,32,25,17,14
77,66,52,109,184,262,252,190,283,587,473,238,178,93,84,76,41,41,52,37
7,3,5,11,13,11,8,6,15,13,6,12,36,55,37,32,29,14,9,8
6,9,11,5,8,30,96,134,217,225,148,96,22,11,9,23,51,57,28,10
27,28,29,23,8,79,207,301,238,213,234,205,166,102,87,55,23,2,0,0
32,30,16,13,11,58,94,150,194,341,396,234,114,55,32,13,16,23,31,18
3,2,2,0,7,8,6,15,45,39,62,64,79,63,21,13,7,29,21,5
18,8,9,20,22,12,39,63,110,187,110,102,60,30,1,0,0,17,26,0
12,14,18,18,28,43,48,29,44,28,15,5,7,4,14,14,17,14,7,6
11,5,7,5,7,9,13,29,52,38,17,21,39,41,118,151,166,223,224,201
1,1,4,3,4,2,0,4,3,10,17,36,33,29,19,10,4,6,3,5
30,52,65,54,31,35,53,63,74,104,134,94,57,59,97,82,37,0,4,1
20,17,15,6,7,14,28,82,152,100,28,46,25,0,0,0,0,0,6,7
5,6,0,1,7,8,3,31,58,52,49,41,22,8,5,10,3,2,6,6
41,35,40,38,49,75,109,131,153,187,189,151,197,197,273,166,172,440,206,216
0,0,0,0,1,4,6,16,26,32,31,34,42,41,19,13,15,14,22,39
7,9,12,9,9,17,22,44,76,67,86,69,74,83,53,19,15,7,18,30
1191,6,798,2731,3043,865,6,5,1864,3801,4538,1944,1700,2984,1085,311,487,81,2383,2917
13,17,5,7,7,3,5,10,32,38,45,27,23,10,3,3,3,2,2,6
39,19,33,48,58,105,123,104,146,181,106,117,108,46,28,43,54,32,35,25
59,60,76,66,40,39,64,81,135,168,157,210,210,158,115,68,36,21,25,34
49,63,62,42,29,7,5,25,37,112,200,188,136,70,4,8,45,88,155,279
11,14,13,12,3,4,12,53,105,84,60,95,82,39,13,5,7,15,19,21
38,29,31,23,16,19,37,33,23,29,47,64,79,122,148,128,102,89,74,55
3,4,3,2,2,1,7,27,31,25,16,25,24,6,1,5,4,0,5,5
36,31,28,56,86,69,62,107,115,53,60,37,32,20,32,42,52,46,34,34
3,3,5,10,3,5,8,6,10,22,14,15,7,8,12,4,17,14,5,6
39,77,74,27,42,56,55,50,30,5,1,1,0,4,11,6,2,4,11,16
21,16,17,11,8,8,13,48,45,91,73,45,27,17,17,8,17,15,5,10
74,52,31,11,9,30,51,32,25,12,13,23,33,85,104,124,202,124,64,41
4,4,2,9,10,13,14,27,73,63,53,113,103,27,20,4,8,5,6,10
3,3,0,12,52,82,64,41,72,98,119,139,102,59,23,25,18,13,15,16
30,36,13,14,24,36,62,53,86,263,270,178,208,108,77,27,12,16,22,13
4,3,6,8,1,0,6,31,53,91,39,49,49,13,11,0,1,4,3,5
22,26,13,14,9,11,33,100,98,41,97,71,12,6,2,9,2,3,4,1
10,15,24,35,39,48,34,19,32,64,124,158,229,181,110,77,55,17,19,41
59,34,32,28,19,27,44,50,56,28,30,29,38,24,14,20,19,12,13,15
38,44,35,25,18,15,65,64,149,128,80,79,58,30,6,4,4,16,26,6
1,4,10,5,6,9,36,68,77,87,94,65,26,9,4,2,8,17,14,5
33,37,55,73,59,38,37,48,87,157,161,107,151,118,74,55,30,20,29,42
12,27,20,8,13,15,40,101,157,127,132,132,63,11,3,6,20,32,15,12
13,12,8,35,83,329,519,357,404,463,188,132,44,18,14,31,36,53,37,19
7,12,17,13,12,11,20,66,125,91,57,58,45,23,13,5,6,12,10,8
28,47,116,224,505,495,345,259,168,104,66,63,82,167,354,272,213,218,132,92
52,22,23,37,76,140,95,91,39,149,222,114,76,29,7,19,16,29,57,26
0,7,13,8,5,4,8,23,57,65,65,88,51,13,11,9,30,27,19,11
45,56,93,162,223,269,299,251,246,266,350,271,151,107,35,26,16,14,12,8
0,0,0,8,14,2,0,43,136,76,17,21,4,0,1,1,1,5,9,5
0,8,9,1,1,10,36,51,35,35,40,32,17,0,12,29,34,21,9,8
8,3,7,11,8,10,9,8,20,36,20,22,14,18,20,16,22,37,48,66
9,10,13,13,4,9,51,144,188,109,60,90,56,22,4,6,16,25,26,12
3,8,6,7,5,3,14,25,39,65,83,55,20,13,10,4,2,11,10,4
8,0,0,0,4,14,37,35,49,36,87,87,60,59,49,43,30,17,8,7
15,22,22,27,11,9,19,74,151,106,109,123,26,28,43,22,22,24,33,14
26,50,110,195,244,202,239,215,209,160,81,48,33,41,41,43,36,25,19,28
21,39,27,61,97,99,132,82,106,147,151,112,74,59,39,54,54,47,36,31
0,0,0,1,6,33,43,64,61,53,90,37,10,0,1,1,0,0,0,3
21,33,39,29,34,8,31,64,101,102,109,154,186,126,50,24,16,14,37,38
35,28,9,36,113,159,196,102,109,142,246,417,314,269,306,183,148,135,65,53
9,8,10,0,8,22,54,131,120,47,78,87,23,0,0,0,2,5,0,3
19,33,27,16,13,26,20,27,118,245,378,490,322,43,32,28,23,48,110,193
258,304,195,152,153,152,133,111,109,66,34,33,23,41,45,38,30,29,30,32
18,7,15,11,6,14,14,18,10,53,90,141,205,184,165,127,208,219,199,208
13,15,18,48,96,135,98,115,142,132,69,74,77,48,26,15,9,20,18,3
45,70,87,89,53,31,34,53,41,100,159,92,61,44,40,27,12,19,22,35
12,19,17,16,7,7,13,14,32,53,91,68,81,74,34,29,31,11,9,12
1,2,2,2,1,1,4,5,17,30,13,18,18,3,1,0,2,2,0,0
34,37,60,47,25,29,52,83,112,123,199,259,228,95,68,48,30,33,22,48
12,13,18,7,6,2,34,59,60,50,85,132,87,26,4,3,6,18,13,7
4,18,18,15,15,5,4,17,35,45,55,88,73,14,7,7,8,11,32,32
9,7,16,12,10,12,4,2,32,47,37,8,9,11,4,5,6,6,15,10
33,45,55,68,95,135,181,210,192,304,240,139,122,45,18,7,16,28,39,17
25,23,52,60,31,20,14,21,61,106,147,267,380,452,374,245,171,237,85,73
0,0,2,2,5,11,12,31,67,60,44,46,30,15,9,4,6,3,1,8
10,4,3,5,9,19,28,19,18,27,28,31,22,10,4,7,6,2,15,15
8,6,7,6,15,18,10,29,32,27,53,73,57,68,35,25,23,5,1,2
149,234,336,366,523,639,478,457,382,385,347,299,321,241,205,92,96,54,24,34
23,47,70,90,65,57,25,8,12,20,44,71,76,97,168,211,259,218,147,36
1,4,17,2,1,0,4,2,3,5,8,6,7,3,2,3,5,3,0,0
4,0,4,6,4,8,27,80,115,106,45,26,22,15,11,13,9,17,12,9
178,171,275,311,160,80,103,71,45,46,26,19,27,13,14,20,29,23,50,37
33,29,16,16,19,15,23,51,69,77,97,69,26,63,66,29,13,6,12,17
10,45,29,35,48,23,18,29,43,56,47,65,74,79,95,95,45,7,11,0
54,34,24,19,18,23,57,87,91,102,67,26,20,9,9,20,17,18,24,15
15,26,19,14,8,8,35,65,43,24,56,121,118,70,64,44,18,48,70,46
46,51,21,20,10,8,26,60,101,109,100,91,75,38,9,10,5,13,24,10
15,39,61,47,29,21,18,28,89,151,156,96,148,144,73,24,14,12,23,45
42,44,34,37,47,80,112,173,190,174,174,172,138,90,29,9,24,21,18,17
10,5,7,13,25,27,30,25,31,48,78,115,152,238,290,241,210,141,101,138
6,3,17,31,51,62,89,102,49,21,17,19,20,33,53,42,27,18,12,13
22,42,47,17,27,25,12,17,53,81,96,103,108,59,31,36,37,13,2,7
148,228,178,132,97,58,63,56,120,164,235,274,154,61,19,15,14,24,48,30
41,47,53,90,150,159,204,263,293,242,152,61,34,26,27,37,32,31,23,18
11,14,1,7,7,1,22,57,91,77,65,48,40,14,12,7,1,4,4,4
13,13,5,7,11,3,12,15,12,9,7,11,17,19,26,24,36,59,60,53
18,11,8,3,1,6,32,88,119,59,67,80,34,17,11,21,28,50,59,41
4,3,2,7,7,5,17,66,74,88,77,59,26,24,20,15,14,11,12,5
12,15,14,18,12,3,6,8,24,16,20,34,32,36,24,10,3,3,0,3
5,12,26,95,150,150,299,378,351,288,167,110,63,79,75,67,75,61,32,13
21,45,45,43,44,26,49,163,279,253,133,148,71,12,19,16,18,24,25,11
33,29,45,145,228,390,336,237,255,282,112,128,72,3,4,1,0,3,23,7
52,56,61,103,98,131,187,268,310,119,229,178,48,23,33,55,78,87,33,26
7,27,36,29,11,8,13,24,43,53,111,79,65,206,230,188,116,148,118,38
18,20,16,10,0,3,7,17,36,111,180,140,82,35,9,19,29,54,85,75
18,21,21,15,13,8,17,75,130,169,163,86,14,15,27,70,62,30,29,18
133,128,398,599,310,236,205,347,451,606,971,262,425,448,207,80,37,20,34,77
22,16,26,26,20,19,8,17,18,23,20,12,8,2,2,11,12,8,9,11
3,0,2,9,13,10,20,62,138,123,92,95,75,53,25,23,12,25,22,8
0,0,0,0,0,1,6,7,10,24,25,24,13,14,18,22,20,26,21,31
10,21,26,22,21,26,51,75,118,99,109,122,111,68,27,37,29,28,26,29
12,29,31,30,23,16,56,134,173,137,281,364,182,42,29,20,15,65,61,41
3,3,0,0,13,15,48,67,169,290,374,323,117,53,17,11,16,21,20,18
18,20,9,12,21,48,59,52,73,83,94,79,57,47,70,44,31,25,17,25
23,24,23,20,22,21,22,28,31,38,37,70,74,23,11,9,9,20,20,21
1,0,0,1,4,6,3,4,7,23,13,2,7,17,20,19,0,10,19,11
89,89,84,78,60,110,187,182,261,296,132,130,104,37,23,13,64,65,35,21
27,21,13,5,11,141,162,212,295,131,99,93,49,10,9,4,6,15,18,9
224,288,346,170,100,125,25,19,52,71,70,45,40,31,35,50,49,44,30,11
397,397,233,167,100,78,139,150,178,204,167,100,58,28,16,17,40,29,20,22
68,38,0,0,0,23,48,51,38,23,58,103,141,240,257,306,574,500,672,727
19,16,23,22,28,29,46,47,40,58,66,81,84,111,149,119,128,109,99,106
5,20,24,17,10,8,12,18,18,36,34,17,10,3,0,1,7,4,12,0
71,68,35,32,43,34,45,75,132,269,222,188,196,125,39,24,24,40,52,26
5,6,21,5,4,8,24,29,45,58,122,110,66,37,24,5,6,9,3,9
2,3,6,13,6,7,9,31,59,88,111,87,72,36,10,4,2,5,6,4
5,5,6,8,1,3,7,31,74,92,69,76,38,15,7,3,0,1,4,7
10,12,11,11,1,4,18,60,92,72,121,167,93,22,8,11,10,17,18,9
0,8,16,36,49,41,38,43,44,56,33,24,24,28,4,8,6,1,3,2
12,26,24,13,6,8,21,15,29,55,52,51,61,71,53,49,25,16,3,3
64,69,79,75,83,139,102,64,76,55,24,76,116,148,164,173,61,36,29,13
6,3,2,0,3,7,28,55,67,57,69,23,14,7,1,12,20,11,8,6
4,2,2,4,0,12,15,10,12,28,49,40,13,4,7,3,3,5,5,4
11,12,30,45,23,20,33,26,32,43,27,18,19,72,60,53,41,49,36,22
10,10,17,15,7,4,19,56,119,81,55,61,42,19,16,20,10,2,4,3
248,272,255,261,384,407,415,281,261,199,114,61,15,10,15,53,45,33,18,9
144,130,65,40,44,84,142,263,467,366,282,443,395,310,277,309,333,353,215,300
96,35,37,44,31,65,153,266,322,223,206,323,366,254,123,66,29,16,39,69
10,9,23,52,56,47,41,50,34,31,57,89,119,131,127,146,203,288,322,171
10,22,38,34,48,41,42,55,104,145,205,271,407,428,554,510,467,673,488,488
13,20,17,5,21,23,37,47,167,283,179,338,203,33,0,2,2,0,9,14
25,19,23,15,20,40,110,204,161,265,254,185,123,109,133,120,49,26,23,32
13,11,11,10,15,9,21,30,58,84,75,85,83,70,46,32,40,13,12,13
0,0,0,0,8,24,55,54,93,157,124,138,141,70,22,12,16,35,101,155
7,1,6,0,5,13,12,11,9,20,22,32,38,27,20,12,7,7,14,38
0,3,7,9,6,8,11,23,39,52,106,58,26,20,9,5,4,11,12,9
3,2,5,26,32,18,4,10,15,19,60,85,56,23,11,5,7,11,10,14
58,46,71,57,95,233,391,358,201,168,116,100,20,7,15,71,118,108,42,36
96,59,68,40,15,12,27,29,46,49,52,43,22,15,21,35,83,89,86,116
45,35,8,8,392,409,36,42,63,69,79,66,66,61,39,20,11,17,21,16
14,19,21,15,18,35,62,105,58,59,46,24,10,9,14,20,24,19,16,26
78,97,87,60,77,98,96,74,60,90,105,61,23,16,22,32,27,15,20,17
22,28,53,52,16,8,44,98,121,265,266,288,224,162,174,175,206,144,52,32
0,0,3,22,44,35,27,16,5,11,9,8,7,5,2,1,5,4,0,5
15,16,16,17,10,9,18,43,72,71,53,75,77,33,21,15,20,20,21,18
38,39,25,27,25,11,11,30,50,55,70,74,68,43,37,36,18,11,11,12
234,163,73,36,33,18,11,46,118,100,98,104,79,82,57,51,51,26,22,16
2,7,10,8,10,9,18,108,221,145,81,213,193,62,42,29,25,8,10,4
41,35,30,35,11,3,3,11,26,62,155,181,270,279,282,341,199,247,236,240
8,14,15,4,12,13,15,67,113,66,49,39,27,17,4,1,5,7,8,3
42,45,50,78,106,62,55,71,74,64,42,53,43,19,14,7,3,8,16,24
22,17,14,14,34,42,6,0,0,66,61,13,14,3,4,2,2,5,11,12
9,11,17,4,11,18,36,105,118,79,134,154,55,6,16,12,12,8,6,5
73,92,176,285,322,357,250,220,181,100,115,135,121,62,10,24,20,0,0,0
17,37,48,62,63,96,112,96,184,386,573,414,359,236,556,653,318,111,77,67
11,22,36,19,7,8,22,98,99,97,310,133,39,27,18,8,20,26,10,3
5,4,0,2,3,5,3,7,7,8,8,6,11,7,6,23,25,4,15,10
6,17,22,15,9,1,4,20,84,118,118,113,86,31,9,12,10,12,12,7
29,50,39,44,72,29,30,39,35,37,46,54,37,11,19,11,9,6,6,7
20,11,17,35,55,53,92,68,77,33,7,4,7,13,19,18,12,5,10,21
48,48,33,32,40,34,54,96,73,63,79,53,11,0,7,8,3,1,9,5
60,37,34,38,37,111,210,220,249,194,155,78,36,32,39,48,66,65,104,25
0,2,4,3,4,17,35,53,83,82,70,69,60,17,1,2,11,12,11,7
56,72,48,19,27,47,42,41,59,78,81,165,193,178,176,108,57,25,15,31
1,5,10,16,16,6,10,9,10,16,48,71,56,57,38,11,6,14,34,28
60,60,41,29,41,43,50,59,117,119,58,58,73,86,59,36,36,30,33,27
0,13,25,28,70,66,20,51,80,40,11,21,32,36,68,95,113,80,38,37
5,13,14,0,4,15,21,42,92,112,60,178,145,7,6,5,3,9,9,3
26,11,4,3,14,57,129,147,155,166,175,177,84,42,12,5,11,14,14,13
14,20,17,13,10,10,20,74,125,138,123,82,48,29,20,7,6,11,11,11
16,9,11,11,6,20,37,42,60,77,146,146,170,158,136,107,159,162,126,84
9,24,25,18,38,42,15,0,0,0,10,14,14,10,4,9,19,19,12,6
10,10,4,1,2,1,4,43,91,52,40,49,43,16,3,0,0,0,9,3
3,8,7,8,1,3,0,2,0,8,22,61,45,45,34,18,21,24,34,35
38,63,118,119,66,46,29,34,57,57,124,225,213,154,164,187,170,86,25,12
19,32,32,19,15,26,58,144,160,101,59,115,86,27,11,7,11,19,26,13
13,15,29,23,2,11,30,54,90,55,54,71,35,19,14,5,9,8,3,3
17,24,40,32,19,23,22,23,49,65,134,131,76,77,47,31,19,34,33,25
6,11,23,15,2,11,11,49,30,13,23,8,6,9,2,9,9,4,3,0
8,14,25,30,17,14,13,25,22,30,53,50,79,62,41,21,17,30,27,31
47,49,44,23,34,56,44,16,26,41,58,65,106,107,98,89,114,64,46,25
1,5,7,7,7,15,19,55,71,72,39,31,19,53,59,19,42,39,55,47
222,209,170,157,145,102,41,23,19,13,36,48,39,21,12,10,4,5,10,26
9,4,1,3,10,7,4,1,14,23,16,14,9,15,22,23,18,23,6,4
145,140,131,103,53,28,46,27,20,15,21,13,14,29,64,40,28,27,23,15
41,27,13,11,14,20,56,201,172,99,188,116,25,10,22,42,93,97,67,31
3,3,8,8,10,4,5,9,47,66,54,53,49,15,0,5,4,0,4,6
13,17,22,36,34,45,21,31,50,59,18,7,22,47,83,115,97,249,187,265
7,6,13,24,42,60,54,35,29,24,38,32,9,4,4,3,4,7,5,6
43,44,23,28,40,45,70,191,270,453,332,210,151,114,71,18,21,20,35,41
1,4,11,14,17,11,5,8,30,36,54,57,70,105,82,75,112,102,79,54
8,21,11,10,16,31,58,86,70,89,149,128,39,7,9,15,18,5,4,7
2,1,5,5,8,12,24,61,131,95,94,97,33,4,6,5,1,4,4,5
29,15,14,19,31,17,28,18,13,52,87,119,116,142,149,232,187,143,60,44
32,63,88,108,127,152,86,128,118,80,51,27,42,27,35,44,26,8,14,13
0,7,37,56,75,69,113,96,107,108,97,52,23,15,32,30,17,10,9,12
3,8,13,16,21,44,77,68,51,44,57,38,12,5,9,9,2,5,5,9
48,34,20,36,29,51,54,51,139,88,5,12,26,34,18,38,54,52,53,34
11,6,32,33,13,12,16,24,66,84,85,116,29,8,4,9,13,11,7,11
10,12,13,7,5,28,72,88,84,50,80,35,21,30,20,12,9,11,19,11
23,41,34,23,15,6,24,151,203,101,109,159,124,36,15,11,16,33,25,11
4,8,8,19,34,31,39,64,58,56,43,38,35,24,20,8,17,12,5,1
33,37,39,22,7,17,69,173,268,243,214,221,185,135,62,32,21,14,27,25
36,48,50,35,54,66,67,73,66,56,69,77,66,65,63,40,24,23,21,18
44,36,34,24,19,23,77,131,107,94,143,124,101,74,50,18,14,15,16,16
33,80,81,69,71,54,39,55,70,61,55,55,33,29,30,19,23,22,18,29
4,8,20,16,15,12,15,9,28,53,65,72,57,31,27,12,8,7,16,9
40,43,39,49,16,18,66,123,183,138,151,295,285,170,66,35,58,76,126,137
0,5,11,62,72,30,12,20,34,28,13,12,12,4,3,14,16,28,19,57
27,63,159,251,132,202,213,254,159,104,50,28,20,16,25,31,21,21,19,13
34,64,72,53,46,27,20,45,56,60,56,75,59,59,133,166,179,259,397,370
139,151,136,149,136,82,115,114,193,397,354,176,181,299,297,116,16,25,11,13
13,5,3,12,8,31,43,43,37,40,47,31,19,11,7,8,2,4,5,2
6,4,2,2,9,6,4,20,25,32,29,18,15,10,2,6,4,3,5,2
0,0,0,2,1,3,3,15,35,40,28,12,18,11,3,0,3,4,5,3
1,0,1,8,10,2,1,2,3,8,8,3,5,7,5,4,12,10,3,2
1,4,7,8,10,17,10,16,20,15,9,10,4,2,2,4,3,3,0,0
6,2,4,3,6,20,46,71,74,57,49,35,16,2,2,0,9,16,20,13
3,6,6,3,13,32,35,39,45,24,13,22,32,12,8,2,6,7,8,7
32,42,28,15,7,33,140,230,191,174,238,159,33,6,13,28,34,37,19,13
20,31,19,10,8,8,31,61,69,87,99,50,10,4,3,3,9,12,7,5
10,18,14,10,7,6,12,74,110,164,235,272,138,49,42,38,67,103,129,266
41,30,12,9,8,7,40,66,96,102,93,119,77,11,2,8,15,5,3,7
20,47,44,27,28,41,70,120,127,100,145,170,103,50,24,31,46,70,82,96
20,15,19,13,19,28,70,94,75,94,66,48,37,13,4,11,25,19,17,13
7,9,17,20,12,13,17,27,14,14,38,37,91,146,109,148,171,138,154,172
16,9,29,14,17,22,26,28,35,12,17,37,29,23,30,31,26,19,26,31
0,0,0,0,5,10,22,49,61,91,77,61,50,28,25,19,14,34,26,11
18,19,16,9,9,14,15,37,42,45,64,71,40,19,14,10,15,21,25,11
42,31,16,24,25,23,44,49,44,29,9,11,15,18,50,32,14,7,8,10
5,6,7,5,1,3,2,7,19,25,16,8,9,5,3,3,5,3,0,9
0,0,0,0,2,10,14,15,20,28,44,41,2,6,11,8,14,23,16,19
27,35,31,21,16,21,29,41,34,37,75,121,118,102,79,32,39,25,14,9
316,196,113,67,44,29,38,40,20,18,7,15,12,19,57,88,191,147,148,165
74,105,98,104,132,142,222,273,220,263,289,235,151,95,57,25,10,12,19,20
137,326,397,207,142,230,163,170,248,127,74,38,15,24,41,37,37,40,22,25
24,43,43,21,7,21,63,165,177,151,213,165,52,10,9,33,46,32,25,11
57,72,74,79,85,54,55,56,70,90,138,157,136,75,13,0,0,0,0,6
119,83,51,16,8,3,4,15,19,8,10,6,5,8,0,7,15,15,5,4
46,67,134,132,116,201,315,244,97,388,461,421,346,226,235,167,125,30,26,13
54,47,23,15,25,40,47,36,64,78,70,68,66,61,44,36,38,57,64,43
35,25,18,16,36,66,105,130,135,139,111,52,12,0,12,16,37,45,72,64
16,17,27,23,28,20,12,19,20,62,225,456,453,472,456,286,202,148,122,43
9,15,14,36,25,21,3,13,24,25,39,45,47,53,50,48,41,78,63,30
0,0,1,3,10,3,1,1,0,11,19,7,4,4,3,0,0,0,0,0
1,6,18,19,16,13,18,33,65,65,34,34,39,18,9,4,3,10,15,14
10,15,14,27,19,25,25,38,48,38,65,38,23,9,24,42,35,23,36,22
2,8,10,7,13,18,32,54,66,76,28,43,46,14,1,2,7,4,4,5
5,2,5,3,3,1,1,7,6,5,4,15,23,10,11,15,11,9,0,0
1,5,0,1,3,5,43,58,51,47,40,38,46,69,51,71,53,14,15,14
74,57,57,51,34,33,27,37,46,102,173,277,208,201,206,210,197,158,92,60
11,19,14,8,1,10,9,52,92,68,67,42,11,7,10,15,27,28,8,11
4,14,21,19,5,13,25,53,47,38,47,52,110,119,129,76,65,105,142,157
77,91,138,103,69,30,7,22,46,97,141,194,130,186,256,219,114,53,45,27
12,12,33,21,8,2,3,29,72,104,90,191,118,25,34,23,4,13,17,17
14,17,12,8,110,102,177,278,277,241,283,160,63,32,24,37,45,43,36,23
10,20,18,6,10,22,41,64,38,64,60,34,0,3,4,2,3,0,0,1
14,12,3,13,9,17,45,74,98,120,96,59,21,13,7,3,8,9,5,3
0,0,9,25,13,8,35,113,158,110,78,117,81,28,17,6,16,25,16,4
40,73,61,62,43,19,32,36,29,31,26,16,16,19,29,21,32,62,76,69
22,38,42,30,15,15,35,71,122,139,218,174,134,145,220,147,51,42,36,35
0,0,2,2,0,1,32,129,193,109,169,144,75,21,4,20,23,33,18,11
5,1,2,2,1,4,11,25,39,37,30,30,24,19,4,7,2,1,0,3
18,16,17,32,46,34,15,20,19,23,31,21,18,7,5,22,45,63,50,45
11,14,11,5,12,14,19,29,50,65,137,204,152,108,75,97,63,33,30,11
18,23,43,127,206,164,157,143,110,61,20,37,37,47,45,31,10,11,15,21
5,10,1,0,4,27,60,66,53,38,36,37,44,27,20,9,20,12,4,4
17,20,26,10,8,11,17,21,48,0,38,74,117,62,10,13,17,43,80,53
10,19,18,25,28,28,35,101,142,43,100,98,34,10,11,10,11,5,7,12
68,76,61,48,37,15,15,21,27,31,37,163,200,204,232,165,188,123,70,41
11,12,7,5,0,14,28,135,202,126,108,200,151,46,5,15,20,15,5,5
15,10,12,15,19,29,43,70,80,68,46,37,45,42,29,19,22,35,56,61
0,3,4,3,2,0,1,5,25,56,67,88,49,1,2,0,3,6,5,3
0,4,10,11,7,21,24,65,111,93,53,19,13,4,9,12,5,0,0,0
62,89,136,159,176,172,133,89,84,79,96,106,125,107,90,76,50,28,20,13
0,1,3,12,13,16,13,17,21,21,19,32,43,17,1,2,0,9,14,8
2,5,11,10,10,12,54,55,117,124,122,90,41,34,20,9,14,50,67,53
13,6,11,23,21,34,46,59,37,25,11,21,9,10,5,1,6,1,1,6
8,15,37,53,77,100,125,249,254,195,139,48,13,5,16,9,24,28,21,9
4,12,21,6,3,3,1,16,57,81,60,57,49,16,5,8,9,6,10,9
94,121,59,61,59,77,149,250,157,69,85,109,58,37,16,30,29,28,35,34
19,23,28,25,22,43,61,46,24,27,35,49,41,40,53,34,16,11,18,20
3,5,10,13,7,0,5,16,34,90,104,73,86,46,18,17,10,9,11,8
17,13,30,40,48,33,19,17,50,90,111,127,133,104,75,53,31,30,21,19
23,18,11,22,92,257,356,432,264,151,124,60,32,41,15,20,40,18,34,39
4,6,4,3,6,1,4,44,59,67,49,45,55,44,25,7,6,19,14,6
47,57,57,30,22,29,21,32,52,77,115,79,25,37,42,15,18,26,22,31
16,10,9,4,2,0,4,4,6,8,9,11,4,6,1,1,6,4,2,1
4,5,8,4,1,7,8,8,14,27,22,19,16,9,1,0,0,5,6,6
1,0,0,10,19,23,33,52,31,33,19,6,7,5,6,4,1,0,2,2
22,12,21,34,40,49,35,39,42,46,60,102,97,70,34,31,47,67,100,116
5,7,7,10,5,17,33,44,42,29,55,62,50,33,42,58,50,35,27,20
1,8,10,20,14,2,4,17,37,80,45,65,62,12,7,2,6,7,6,24
7,33,39,11,8,14,42,101,148,131,86,77,53,32,9,7,6,15,13,12
10,16,24,38,23,26,15,13,10,19,29,29,28,13,14,7,14,20,17,12
12,19,21,16,24,40,56,189,270,168,182,141,56,11,5,5,14,14,21,20
24,25,28,37,40,101,193,141,134,162,147,173,215,166,119,88,67,35,25,15
14,12,23,15,14,33,41,38,40,57,83,119,110,64,59,93,152,325,347,222
10,5,19,18,13,21,23,21,98,119,74,92,70,20,9,8,13,31,17,12
5,6,13,12,7,20,24,33,53,58,101,93,35,17,5,2,0,3,11,0
36,36,49,27,24,23,25,25,29,20,18,24,22,10,11,10,21,17,20,24
141,170,147,81,83,72,49,113,237,299,162,272,449,257,99,60,56,102,128,86
31,19,21,32,35,23,37,37,74,97,99,60,105,143,100,63,51,40,70,52
22,2,1,3,5,38,63,60,74,78,47,100,97,67,38,22,27,26,13,4
11,0,5,17,38,62,64,59,31,49,41,16,38,50,47,43,84,116,71,67
113,118,125,259,178,47,26,23,87,133,232,181,60,0,0,0,1,1,0,0
34,53,40,44,38,31,118,145,48,39,22,16,39,62,80,157,345,218,269,197
62,69,106,199,206,155,117,147,370,253,116,78,42,21,8,16,18,35,23,1
26,21,39,44,43,89,109,128,105,80,96,79,63,52,16,12,14,8,10,16
9,16,26,17,11,9,30,98,152,90,78,87,44,13,11,7,24,22,10,2
8,5,13,10,8,16,15,11,12,22,29,40,90,122,82,94,139,176,116,79
13,23,18,21,12,6,40,82,72,88,115,94,55,25,15,15,21,32,18,5
242,406,347,250,207,68,24,17,51,86,56,28,45,64,79,136,353,599,611,270
0,0,0,2,2,5,8,16,16,15,30,23,19,9,10,6,6,1,1,0
4,11,12,4,4,13,19,50,133,151,139,148,114,65,28,25,17,16,5,15
29,64,87,100,200,101,105,158,79,46,117,91,136,105,46,42,70,75,89,93
3,3,0,3,3,3,9,35,81,71,49,34,46,30,2,0,0,0,1,6
113,38,8,7,28,55,129,120,78,57,60,99,68,29,18,10,8,46,57,51
4,11,12,1,1,1,5,24,55,69,75,108,59,38,17,13,10,17,18,11
5,8,17,20,9,11,17,32,51,77,103,147,86,46,21,16,12,5,1,5
6,6,23,38,132,251,285,233,187,78,28,30,25,51,70,179,214,204,198,178
27,30,40,92,150,241,233,243,259,175,98,47,25,38,55,70,55,45,43,23
21,29,16,15,17,22,37,90,137,78,128,178,113,41,22,21,33,59,64,46
0,2,3,1,2,7,5,3,13,23,32,22,13,14,4,8,5,5,8,15
21,16,6,7,7,14,27,43,76,81,59,77,62,27,17,10,16,13,4,5
129,145,83,60,40,22,26,57,73,84,65,64,138,109,39,14,3,4,1,2
0,1,2,3,7,3,28,43,26,5,4,12,31,16,11,16,14,3,12,10
29,50,33,33,25,20,22,5,18,15,14,17,52,56,49,55,36,23,12,8
2,9,20,24,15,7,7,13,15,41,135,95,39,76,105,66,17,8,15,24
0,1,7,6,16,9,3,13,15,11,4,11,10,5,3,4,4,6,4,5
0,1,1,0,0,0,1,0,2,10,6,1,5,5,1,2,2,3,3,1
22,24,71,174,177,232,206,249,158,182,110,41,30,21,10,6,31,64,58,47
20,27,24,13,16,40,50,53,39,29,30,26,46,55,124,311,219,265,206,68
